-4999999971 5 3 0.5002 10 150
-5000000030 5 1 5000 10 150
-5000000030 5 2 -5001 10 150
-5000000030 5 3 0.5002 10 150
-4999999969 5 1 5000 10 150
-4999999969 5 2 -5001 10 150
-4999999969 5 3 0.5002 10 150
-5000000032 5 1 5000 10 150
-5000000032 5 2 -5001 10 150
-5000000032 5 3 0.5002 10 150
-4999999967 5 1 5000 10 150
-4999999967 5 2 -5001 10 150
-4999999967 5 3 0.5002 10 150
-5000000034 5 1 5000 10 150
-5000000034 5 2 -5001 10 150
-5000000034 5 3 0.5002 10 150
-4999999965 5 1 5000 10 150
-4999999965 5 2 -5001 10 150
-4999999965 5 3 0.5002 10 150
-5000000036 5 1 5000 10 150
-5000000036 5 2 -5001 10 150
-5000000036 5 3 0.5002 10 150
-4999999963 5 1 5000 10 150
-4999999963 5 2 -5001 10 150
-4999999963 5 3 0.5002 10 150
-5000000038 5 1 5000 10 150
-5000000038 5 2 -5001 10 150
-5000000038 5 3 0.5002 10 150
-4999999961 5 1 5000 10 150
-4999999961 5 2 -5001 10 150
-4999999961 5 3 0.5002 10 150
-5000000040 5 1 5000 10 150
-5000000040 5 2 -5001 10 150
-5000000040 5 3 0.5002 10 150
-4999999959 5 1 5000 10 150
-4999999959 5 2 -5001 10 150
-4999999959 5 3 0.5002 10 150
-5000000042 5 1 5000 10 150
-5000000042 5 2 -5001 10 150
-5000000042 5 3 0.5002 10 150
-4999999957 5 1 5000 10 150
-4999999957 5 2 -5001 10 150
-4999999957 5 3 0.5002 10 150
-5000000044 5 1 5000 10 150
-5000000044 5 2 -5001 10 150
-5000000044 5 3 0.5002 10 150
-4999999955 5 1 5000 10 150
-4999999955 5 2 -5001 10 150
-4999999955 5 3 0.5002 10 150
-5000000046 5 1 5000 10 150
-5000000046 5 2 -5001 10 150
-5000000046 5 3 0.5002 10 150
-4999999953 5 1 5000 10 150
-4999999953 5 2 -5001 10 150
-4999999953 5 3 0.5002 10 150
-5000000048 5 1 5000 10 150
-5000000048 5 2 -5001 10 150
-5000000048 5 3 0.5002 10 150
-4999999951 5 1 5000 10 150
-4999999951 5 2 -5001 10 150
-4999999951 5 3 0.5002 10 150
-5000000050 5 1 5000 10 150
-5000000050 5 2 -5001 10 150
-5000000050 5 3 0.5002 10 150
-4999999949 5 1 5000 10 150
-4999999949 5 2 -5001 10 150
-4999999949 5 3 0.5002 10 150
-5000000052 5 1 5000 10 150
-5000000052 5 2 -5001 10 150
-5000000052 5 3 0.5002 10 150
-4999999947 5 1 5000 10 150
-4999999947 5 2 -5001 10 150
-4999999947 5 3 0.5002 10 150
-5000000054 5 1 5000 10 150
-5000000054 5 2 -5001 10 150
-5000000054 5 3 0.5002 10 150
-4999999945 5 1 5000 10 150
-4999999945 5 2 -5001 10 150
-4999999945 5 3 0.5002 10 150
-5000000056 5 1 5000 10 150
-5000000056 5 2 -5001 10 150
-5000000056 5 3 0.5002 10 150
-4999999943 5 1 5000 10 150
-4999999943 5 2 -5001 10 150
-4999999943 5 3 0.5002 10 150
-5000000058 5 1 5000 10 150
-5000000058 5 2 -5001 10 150
-5000000058 5 3 0.5002 10 150
-4999999941 5 1 5000 10 150
-4999999941 5 2 -5001 10 150
-4999999941 5 3 0.5002 10 150
-5000000060 5 1 5000 10 150
-5000000060 5 2 -5001 10 150
-5000000060 5 3 0.5002 10 150
-4999999939 5 1 5000 10 150
-4999999939 5 2 -5001 10 150
-4999999939 5 3 0.5002 10 150
-5000000062 5 1 5000 10 150
-5000000062 5 2 -5001 10 150
-5000000062 5 3 0.5002 10 150
-4999999937 5 1 5000 10 150
-4999999937 5 2 -5001 10 150
-4999999937 5 3 0.5002 10 150
-5000000064 5 1 5000 10 150
-5000000064 5 2 -5001 10 150
-5000000064 5 3 0.5002 10 150
-4999999935 5 1 5000 10 150
-4999999935 5 2 -5001 10 150
-4999999935 5 3 0.5002 10 150
-5000000066 5 1 5000 10 150
-5000000066 5 2 -5001 10 150
-5000000066 5 3 0.5002 10 150
-4999999933 5 1 5000 10 150
-4999999933 5 2 -5001 10 150
-4999999933 5 3 0.5002 10 150
-5000000068 5 1 5000 10 150
-5000000068 5 2 -5001 10 150
-5000000068 5 3 0.5002 10 150
-4999999931 5 1 5000 10 150
-4999999931 5 2 -5001 10 150
-4999999931 5 3 0.5002 10 150
-5000000070 5 1 5000 10 150
-5000000070 5 2 -5001 10 150
-5000000070 5 3 0.5002 10 150
-4999999929 5 1 5000 10 150
-4999999929 5 2 -5001 10 150
-4999999929 5 3 0.5002 10 150
-5000000072 5 1 5000 10 150
-5000000072 5 2 -5001 10 150
-5000000072 5 3 0.5002 10 150
-4999999927 5 1 5000 10 150
-4999999927 5 2 -5001 10 150
-4999999927 5 3 0.5002 10 150
-5000000074 5 1 5000 10 150
-5000000074 5 2 -5001 10 150
-5000000074 5 3 0.5002 10 150
-4999999925 5 1 5000 10 150
-4999999925 5 2 -5001 10 150
-4999999925 5 3 0.5002 10 150
-5000000076 5 1 5000 10 150
-5000000076 5 2 -5001 10 150
-5000000076 5 3 0.5002 10 150
-4999999923 5 1 5000 10 150
-4999999923 5 2 -5001 10 150
-4999999923 5 3 0.5002 10 150
-5000000078 5 1 5000 10 150
-5000000078 5 2 -5001 10 150
-5000000078 5 3 0.5002 10 150
-4999999921 5 1 5000 10 150
-4999999921 5 2 -5001 10 150
-4999999921 5 3 0.5002 10 150
-5000000080 5 1 5000 10 150
-5000000080 5 2 -5001 10 150
-5000000080 5 3 0.5002 10 150
-4999999919 5 1 5000 10 150
-4999999919 5 2 -5001 10 150
-4999999919 5 3 0.5002 10 150
-5000000082 5 1 5000 10 150
-5000000082 5 2 -5001 10 150
-5000000082 5 3 0.5002 10 150
-4999999917 5 1 5000 10 150
-4999999917 5 2 -5001 10 150
-4999999917 5 3 0.5002 10 150
-5000000084 5 1 5000 10 150
-5000000084 5 2 -5001 10 150
-5000000084 5 3 0.5002 10 150
-4999999915 5 1 5000 10 150
-4999999915 5 2 -5001 10 150
-4999999915 5 3 0.5002 10 150
-5000000086 5 1 5000 10 150
-5000000086 5 2 -5001 10 150
-5000000086 5 3 0.5002 10 150
-4999999913 5 1 5000 10 150
-4999999913 5 2 -5001 10 150
-4999999913 5 3 0.5002 10 150
-5000000088 5 1 5000 10 150
-5000000088 5 2 -5001 10 150
-5000000088 5 3 0.5002 10 150
-4999999911 5 1 5000 10 150
-4999999911 5 2 -5001 10 150
-4999999911 5 3 0.5002 10 150
-5000000090 5 1 5000 10 150
-5000000090 5 2 -5001 10 150
-5000000090 5 3 0.5002 10 150
-4999999909 5 1 5000 10 150
-4999999909 5 2 -5001 10 150
-4999999909 5 3 0.5002 10 150
-5000000092 5 1 5000 10 150
-5000000092 5 2 -5001 10 150
-5000000092 5 3 0.5002 10 150
-4999999907 5 1 5000 10 150
-4999999907 5 2 -5001 10 150
-4999999907 5 3 0.5002 10 150
-5000000094 5 1 5000 10 150
-5000000094 5 2 -5001 10 150
-5000000094 5 3 0.5002 10 150
-4999999905 5 1 5000 10 150
-4999999905 5 2 -5001 10 150
-4999999905 5 3 0.5002 10 150
-5000000096 5 1 5000 10 150
-5000000096 5 2 -5001 10 150
-5000000096 5 3 0.5002 10 150
-4999999903 5 1 5000 10 150
-4999999903 5 2 -5001 10 150
-4999999903 5 3 0.5002 10 150
-5000000098 5 1 5000 10 150
-5000000098 5 2 -5001 10 150
-5000000098 5 3 0.5002 10 150
-4999999901 5 1 5000 10 150
-4999999901 5 2 -5001 10 150
-4999999901 5 3 0.5002 10 150
-5000000100 5 1 5000 10 150
-5000000100 5 2 -5001 10 150
-5000000100 5 3 0.5002 10 150
-4999999899 5 1 5000 10 150
-4999999899 5 2 -5001 10 150
-4999999899 5 3 0.5002 10 150
-5000000102 5 1 5000 10 150
-5000000102 5 2 -5001 10 150
-5000000102 5 3 0.5002 10 150
-4999999897 5 1 5000 10 150
-4999999897 5 2 -5001 10 150
-4999999897 5 3 0.5002 10 150
-5000000104 5 1 5000 10 150
-5000000104 5 2 -5001 10 150
-5000000104 5 3 0.5002 10 150
-4999999895 5 1 5000 10 150
-4999999895 5 2 -5001 10 150
-4999999895 5 3 0.5002 10 150
-5000000106 5 1 5000 10 150
-5000000106 5 2 -5001 10 150
-5000000106 5 3 0.5002 10 150
-4999999893 5 1 5000 10 150
-4999999893 5 2 -5001 10 150
-4999999893 5 3 0.5002 10 150
-5000000108 5 1 5000 10 150
-5000000108 5 2 -5001 10 150
-5000000108 5 3 0.5002 10 150
-4999999891 5 1 5000 10 150
-4999999891 5 2 -5001 10 150
-4999999891 5 3 0.5002 10 150
-5000000110 5 1 5000 10 150
-5000000110 5 2 -5001 10 150
-5000000110 5 3 0.5002 10 150
-4999999889 5 1 5000 10 150
-4999999889 5 2 -5001 10 150
-4999999889 5 3 0.5002 10 150
-5000000112 5 1 5000 10 150
-5000000112 5 2 -5001 10 150
-5000000112 5 3 0.5002 10 150
-4999999887 5 1 5000 10 150
-4999999887 5 2 -5001 10 150
-4999999887 5 3 0.5002 10 150
-5000000114 5 1 5000 10 150
-5000000114 5 2 -5001 10 150
-5000000114 5 3 0.5002 10 150
-4999999885 5 1 5000 10 150
-4999999885 5 2 -5001 10 150
-4999999885 5 3 0.5002 10 150
-5000000116 5 1 5000 10 150
-5000000116 5 2 -5001 10 150
-5000000116 5 3 0.5002 10 150
-4999999883 5 1 5000 10 150
-4999999883 5 2 -5001 10 150
-4999999883 5 3 0.5002 10 150
-5000000118 5 1 5000 10 150
-5000000118 5 2 -5001 10 150
-5000000118 5 3 0.5002 10 150
-4999999881 5 1 5000 10 150
-4999999881 5 2 -5001 10 150
-4999999881 5 3 0.5002 10 150
-5000000120 5 1 5000 10 150
-5000000120 5 2 -5001 10 150
-5000000120 5 3 0.5002 10 150
-4999999879 5 1 5000 10 150
-4999999879 5 2 -5001 10 150
-4999999879 5 3 0.5002 10 150
-5000000122 5 1 5000 10 150
-5000000122 5 2 -5001 10 150
-5000000122 5 3 0.5002 10 150
-4999999877 5 1 5000 10 150
-4999999877 5 2 -5001 10 150
-4999999877 5 3 0.5002 10 150
-5000000124 5 1 5000 10 150
-5000000124 5 2 -5001 10 150
-5000000124 5 3 0.5002 10 150
-4999999875 5 1 5000 10 150
-4999999875 5 2 -5001 10 150
-4999999875 5 3 0.5002 10 150
-5000000126 5 1 5000 10 150
-5000000126 5 2 -5001 10 150
-5000000126 5 3 0.5002 10 150
-4999999873 5 1 5000 10 150
-4999999873 5 2 -5001 10 150
-4999999873 5 3 0.5002 10 150
-5000000128 5 1 5000 10 150
-5000000128 5 2 -5001 10 150
-5000000128 5 3 0.5002 10 150
-4999999871 5 1 5000 10 150
-4999999871 5 2 -5001 10 150
-4999999871 5 3 0.5002 10 150
-5000000130 5 1 5000 10 150
-5000000130 5 2 -5001 10 150
-5000000130 5 3 0.5002 10 150
-4999999869 5 1 5000 10 150
-4999999869 5 2 -5001 10 150
-4999999869 5 3 0.5002 10 150
-5000000132 5 1 5000 10 150
-5000000132 5 2 -5001 10 150
-5000000132 5 3 0.5002 10 150
-4999999867 5 1 5000 10 150
-4999999867 5 2 -5001 10 150
-4999999867 5 3 0.5002 10 150
-5000000134 5 1 5000 10 150
-5000000134 5 2 -5001 10 150
-5000000134 5 3 0.5002 10 150
-4999999865 5 1 5000 10 150
-4999999865 5 2 -5001 10 150
-4999999865 5 3 0.5002 10 150
-5000000136 5 1 5000 10 150
-5000000136 5 2 -5001 10 150
-5000000136 5 3 0.5002 10 150
-4999999863 5 1 5000 10 150
-4999999863 5 2 -5001 10 150
-4999999863 5 3 0.5002 10 150
-5000000138 5 1 5000 10 150
-5000000138 5 2 -5001 10 150
-5000000138 5 3 0.5002 10 150
-4999999861 5 1 5000 10 150
-4999999861 5 2 -5001 10 150
-4999999861 5 3 0.5002 10 150
-5000000140 5 1 5000 10 150
-5000000140 5 2 -5001 10 150
-5000000140 5 3 0.5002 10 150
-4999999859 5 1 5000 10 150
-4999999859 5 2 -5001 10 150
-4999999859 5 3 0.5002 10 150
-5000000142 5 1 5000 10 150
-5000000142 5 2 -5001 10 150
-5000000142 5 3 0.5002 10 150
-4999999857 5 1 5000 10 150
-4999999857 5 2 -5001 10 150
-4999999857 5 3 0.5002 10 150
-5000000144 5 1 5000 10 150
-5000000144 5 2 -5001 10 150
-5000000144 5 3 0.5002 10 150
-4999999855 5 1 5000 10 150
-4999999855 5 2 -5001 10 150
-4999999855 5 3 0.5002 10 150
-5000000146 5 1 5000 10 150
-5000000146 5 2 -5001 10 150
-5000000146 5 3 0.5002 10 150
-4999999853 5 1 5000 10 150
-4999999853 5 2 -5001 10 150
-4999999853 5 3 0.5002 10 150
-5000000148 5 1 5000 10 150
-5000000148 5 2 -5001 10 150
-5000000148 5 3 0.5002 10 150
-4999999851 5 1 5000 10 150
-4999999851 5 2 -5001 10 150
-4999999851 5 3 0.5002 10 150
-5000000150 5 1 5000 10 150
-5000000150 5 2 -5001 10 150
-5000000150 5 3 0.5002 10 150
-4999999849 5 1 5000 10 150
-4999999849 5 2 -5001 10 150
-4999999849 5 3 0.5002 10 150
-5000000152 5 1 5000 10 150
-5000000152 5 2 -5001 10 150
-5000000152 5 3 0.5002 10 150
-4999999847 5 1 5000 10 150
-4999999847 5 2 -5001 10 150
-4999999847 5 3 0.5002 10 150
-5000000154 5 1 5000 10 150
-5000000154 5 2 -5001 10 150
-5000000154 5 3 0.5002 10 150
-4999999845 5 1 5000 10 150
-4999999845 5 2 -5001 10 150
-4999999845 5 3 0.5002 10 150
-5000000156 5 1 5000 10 150
-5000000156 5 2 -5001 10 150
-5000000156 5 3 0.5002 10 150
-4999999843 5 1 5000 10 150
-4999999843 5 2 -5001 10 150
-4999999843 5 3 0.5002 10 150
-5000000158 5 1 5000 10 150
-5000000158 5 2 -5001 10 150
-5000000158 5 3 0.5002 10 150
-4999999841 5 1 5000 10 150
-4999999841 5 2 -5001 10 150
-4999999841 5 3 0.5002 10 150
-5000000160 5 1 5000 10 150
-5000000160 5 2 -5001 10 150
-5000000160 5 3 0.5002 10 150
-4999999839 5 1 5000 10 150
-4999999839 5 2 -5001 10 150
-4999999839 5 3 0.5002 10 150
-5000000162 5 1 5000 10 150
-5000000162 5 2 -5001 10 150
-5000000162 5 3 0.5002 10 150
-4999999837 5 1 5000 10 150
-4999999837 5 2 -5001 10 150
-4999999837 5 3 0.5002 10 150
-5000000164 5 1 5000 10 150
-5000000164 5 2 -5001 10 150
-5000000164 5 3 0.5002 10 150
-4999999835 5 1 5000 10 150
-4999999835 5 2 -5001 10 150
-4999999835 5 3 0.5002 10 150
-5000000166 5 1 5000 10 150
-5000000166 5 2 -5001 10 150
-5000000166 5 3 0.5002 10 150
-4999999833 5 1 5000 10 150
-4999999833 5 2 -5001 10 150
-4999999833 5 3 0.5002 10 150
-5000000168 5 1 5000 10 150
-5000000168 5 2 -5001 10 150
-5000000168 5 3 0.5002 10 150
-4999999831 5 1 5000 10 150
-4999999831 5 2 -5001 10 150
-4999999831 5 3 0.5002 10 150
-5000000170 5 1 5000 10 150
-5000000170 5 2 -5001 10 150
-5000000170 5 3 0.5002 10 150
-4999999829 5 1 5000 10 150
-4999999829 5 2 -5001 10 150
-4999999829 5 3 0.5002 10 150
-5000000172 5 1 5000 10 150
-5000000172 5 2 -5001 10 150
-5000000172 5 3 0.5002 10 150
-4999999827 5 1 5000 10 150
-4999999827 5 2 -5001 10 150
-4999999827 5 3 0.5002 10 150
-5000000174 5 1 5000 10 150
-5000000174 5 2 -5001 10 150
-5000000174 5 3 0.5002 10 150
-4999999825 5 1 5000 10 150
-4999999825 5 2 -5001 10 150
-4999999825 5 3 0.5002 10 150
-5000000176 5 1 5000 10 150
-5000000176 5 2 -5001 10 150
-5000000176 5 3 0.5002 10 150
-4999999823 5 1 5000 10 150
-4999999823 5 2 -5001 10 150
-4999999823 5 3 0.5002 10 150
-5000000178 5 1 5000 10 150
-5000000178 5 2 -5001 10 150
-5000000178 5 3 0.5002 10 150
-4999999821 5 1 5000 10 150
-4999999821 5 2 -5001 10 150
-4999999821 5 3 0.5002 10 150
-5000000180 5 1 5000 10 150
-5000000180 5 2 -5001 10 150
-5000000180 5 3 0.5002 10 150
-4999999819 5 1 5000 10 150
-4999999819 5 2 -5001 10 150
-4999999819 5 3 0.5002 10 150
-5000000182 5 1 5000 10 150
-5000000182 5 2 -5001 10 150
-5000000182 5 3 0.5002 10 150
-4999999817 5 1 5000 10 150
-4999999817 5 2 -5001 10 150
-4999999817 5 3 0.5002 10 150
-5000000184 5 1 5000 10 150
-5000000184 5 2 -5001 10 150
-5000000184 5 3 0.5002 10 150
-4999999815 5 1 5000 10 150
-4999999815 5 2 -5001 10 150
-4999999815 5 3 0.5002 10 150
-5000000186 5 1 5000 10 150
-5000000186 5 2 -5001 10 150
-5000000186 5 3 0.5002 10 150
-4999999813 5 1 5000 10 150
-4999999813 5 2 -5001 10 150
-4999999813 5 3 0.5002 10 150
-5000000188 5 1 5000 10 150
-5000000188 5 2 -5001 10 150
-5000000188 5 3 0.5002 10 150
-4999999811 5 1 5000 10 150
-4999999811 5 2 -5001 10 150
-4999999811 5 3 0.5002 10 150
-5000000190 5 1 5000 10 150
-5000000190 5 2 -5001 10 150
-5000000190 5 3 0.5002 10 150
-4999999809 5 1 5000 10 150
-4999999809 5 2 -5001 10 150
-4999999809 5 3 0.5002 10 150
-5000000192 5 1 5000 10 150
-5000000192 5 2 -5001 10 150
-5000000192 5 3 0.5002 10 150
-4999999807 5 1 5000 10 150
-4999999807 5 2 -5001 10 150
-4999999807 5 3 0.5002 10 150
-5000000194 5 1 5000 10 150
-5000000194 5 2 -5001 10 150
-5000000194 5 3 0.5002 10 150
-4999999805 5 1 5000 10 150
-4999999805 5 2 -5001 10 150
-4999999805 5 3 0.5002 10 150
-5000000196 5 1 5000 10 150
-5000000196 5 2 -5001 10 150
-5000000196 5 3 0.5002 10 150
-4999999803 5 1 5000 10 150
-4999999803 5 2 -5001 10 150
-4999999803 5 3 0.5002 10 150
-5000000198 5 1 5000 10 150
-5000000198 5 2 -5001 10 150
-5000000198 5 3 0.5002 10 150
-4999999801 5 1 5000 10 150
-4999999801 5 2 -5001 10 150
-4999999801 5 3 0.5002 10 150
-5000000200 5 1 5000 10 150
-5000000200 5 2 -5001 10 150
-5000000200 5 3 0.5002 10 150
-4999999799 5 1 5000 10 150
-4999999799 5 2 -5001 10 150
-4999999799 5 3 0.5002 10 150
-5000000202 5 1 5000 10 150
-5000000202 5 2 -5001 10 150
-5000000202 5 3 0.5002 10 150
-4999999797 5 1 5000 10 150
-4999999797 5 2 -5001 10 150
-4999999797 5 3 0.5002 10 150
-5000000204 5 1 5000 10 150
-5000000204 5 2 -5001 10 150
-5000000204 5 3 0.5002 10 150
-4999999795 5 1 5000 10 150
-4999999795 5 2 -5001 10 150
-4999999795 5 3 0.5002 10 150
-5000000206 5 1 5000 10 150
-5000000206 5 2 -5001 10 150
-5000000206 5 3 0.5002 10 150
-4999999793 5 1 5000 10 150
-4999999793 5 2 -5001 10 150
-4999999793 5 3 0.5002 10 150
-5000000208 5 1 5000 10 150
-5000000208 5 2 -5001 10 150
-5000000208 5 3 0.5002 10 150
-4999999791 5 1 5000 10 150
-4999999791 5 2 -5001 10 150
-4999999791 5 3 0.5002 10 150
-5000000210 5 1 5000 10 150
-5000000210 5 2 -5001 10 150
-5000000210 5 3 0.5002 10 150
-4999999789 5 1 5000 10 150
-4999999789 5 2 -5001 10 150
-4999999789 5 3 0.5002 10 150
-5000000212 5 1 5000 10 150
-5000000212 5 2 -5001 10 150
-5000000212 5 3 0.5002 10 150
-4999999787 5 1 5000 10 150
-4999999787 5 2 -5001 10 150
-4999999787 5 3 0.5002 10 150
-5000000214 5 1 5000 10 150
-5000000214 5 2 -5001 10 150
-5000000214 5 3 0.5002 10 150
-4999999785 5 1 5000 10 150
-4999999785 5 2 -5001 10 150
-4999999785 5 3 0.5002 10 150
-5000000216 5 1 5000 10 150
-5000000216 5 2 -5001 10 150
-5000000216 5 3 0.5002 10 150
-4999999783 5 1 5000 10 150
-4999999783 5 2 -5001 10 150
-4999999783 5 3 0.5002 10 150
-5000000218 5 1 5000 10 150
-5000000218 5 2 -5001 10 150
-5000000218 5 3 0.5002 10 150
-4999999781 5 1 5000 10 150
-4999999781 5 2 -5001 10 150
-4999999781 5 3 0.5002 10 150
-5000000220 5 1 5000 10 150
-5000000220 5 2 -5001 10 150
-5000000220 5 3 0.5002 10 150
-4999999779 5 1 5000 10 150
-4999999779 5 2 -5001 10 150
-4999999779 5 3 0.5002 10 150
-5000000222 5 1 5000 10 150
-5000000222 5 2 -5001 10 150
-5000000222 5 3 0.5002 10 150
-4999999777 5 1 5000 10 150
-4999999777 5 2 -5001 10 150
-4999999777 5 3 0.5002 10 150
-5000000224 5 1 5000 10 150
-5000000224 5 2 -5001 10 150
-5000000224 5 3 0.5002 10 150
-4999999775 5 1 5000 10 150
-4999999775 5 2 -5001 10 150
-4999999775 5 3 0.5002 10 150
-5000000226 5 1 5000 10 150
-5000000226 5 2 -5001 10 150
-5000000226 5 3 0.5002 10 150
-4999999773 5 1 5000 10 150
-4999999773 5 2 -5001 10 150
-4999999773 5 3 0.5002 10 150
-5000000228 5 1 5000 10 150
-5000000228 5 2 -5001 10 150
-5000000228 5 3 0.5002 10 150
-4999999771 5 1 5000 10 150
-4999999771 5 2 -5001 10 150
-4999999771 5 3 0.5002 10 150
-5000000230 5 1 5000 10 150
-5000000230 5 2 -5001 10 150
-5000000230 5 3 0.5002 10 150
-4999999769 5 1 5000 10 150
-4999999769 5 2 -5001 10 150
-4999999769 5 3 0.5002 10 150
-5000000232 5 1 5000 10 150
-5000000232 5 2 -5001 10 150
-5000000232 5 3 0.5002 10 150
-4999999767 5 1 5000 10 150
-4999999767 5 2 -5001 10 150
-4999999767 5 3 0.5002 10 150
-5000000234 5 1 5000 10 150
-5000000234 5 2 -5001 10 150
-5000000234 5 3 0.5002 10 150
-4999999765 5 1 5000 10 150
-4999999765 5 2 -5001 10 150
-4999999765 5 3 0.5002 10 150
-5000000236 5 1 5000 10 150
-5000000236 5 2 -5001 10 150
-5000000236 5 3 0.5002 10 150
-4999999763 5 1 5000 10 150
-4999999763 5 2 -5001 10 150
-4999999763 5 3 0.5002 10 150
-5000000238 5 1 5000 10 150
-5000000238 5 2 -5001 10 150
-5000000238 5 3 0.5002 10 150
-4999999761 5 1 5000 10 150
-4999999761 5 2 -5001 10 150
-4999999761 5 3 0.5002 10 150
-5000000240 5 1 5000 10 150
-5000000240 5 2 -5001 10 150
-5000000240 5 3 0.5002 10 150
-4999999759 5 1 5000 10 150
-4999999759 5 2 -5001 10 150
-4999999759 5 3 0.5002 10 150
-5000000242 5 1 5000 10 150
-5000000242 5 2 -5001 10 150
-5000000242 5 3 0.5002 10 150
-4999999757 5 1 5000 10 150
-4999999757 5 2 -5001 10 150
-4999999757 5 3 0.5002 10 150
-5000000244 5 1 5000 10 150
-5000000244 5 2 -5001 10 150
-5000000244 5 3 0.5002 10 150
-4999999755 5 1 5000 10 150
-4999999755 5 2 -5001 10 150
-4999999755 5 3 0.5002 10 150
-5000000246 5 1 5000 10 150
-5000000246 5 2 -5001 10 150
-5000000246 5 3 0.5002 10 150
-4999999753 5 1 5000 10 150
-4999999753 5 2 -5001 10 150
-4999999753 5 3 0.5002 10 150
-5000000248 5 1 5000 10 150
-5000000248 5 2 -5001 10 150
-5000000248 5 3 0.5002 10 150
-4999999751 5 1 5000 10 150
-4999999751 5 2 -5001 10 150
-4999999751 5 3 0.5002 10 150
-5000000250 5 1 5000 10 150
-5000000250 5 2 -5001 10 150
-5000000250 5 3 0.5002 10 150
-4999999749 5 1 5000 10 150
-4999999749 5 2 -5001 10 150
-4999999749 5 3 0.5002 10 150
-5000000252 5 1 5000 10 150
-5000000252 5 2 -5001 10 150
-5000000252 5 3 0.5002 10 150
-4999999747 5 1 5000 10 150
-4999999747 5 2 -5001 10 150
-4999999747 5 3 0.5002 10 150
-5000000254 5 1 5000 10 150
-5000000254 5 2 -5001 10 150
-5000000254 5 3 0.5002 10 150
-4999999745 5 1 5000 10 150
-4999999745 5 2 -5001 10 150
-4999999745 5 3 0.5002 10 150
-5000000256 5 1 5000 10 150
-5000000256 5 2 -5001 10 150
-5000000256 5 3 0.5002 10 150
-4999999743 5 1 5000 10 150
-4999999743 5 2 -5001 10 150
-4999999743 5 3 0.5002 10 150
-5000000258 5 1 5000 10 150
-5000000258 5 2 -5001 10 150
-5000000258 5 3 0.5002 10 150
